Locus_tag;Old_locus_tag;Gene_name;Gene_product;Old_gene_product;Protein_ID;Old_protein_ID
EDL933_RS26060;Z5492;yiiX;hypothetical protein;hypothetical protein;WP_000702307.1;AIG71411.1
EDL933_RS26205;Z5524;yijC;TetR family transcriptional regulator;Unsaturated fatty acid biosynthesis repressor FabR, TetR family;WP_001300495.1;AIG71440.1
EDL933_RS26210;Z5525;yijD;hypothetical protein;Putative inner membrane protein;WP_000806411.1;AIG71441.1
EDL933_RS26095;Z5498;yijE;EamA family transporter;hypothetical protein;WP_001271257.1;AIG71418.1
EDL933_RS26100;Z5499;yijF;DUF1287 domain-containing protein;hypothetical protein;WP_000647911.1;AIG71419.1
EDL933_RS26150;Z5512;yijO;AraC family transcriptional regulator;Transcriptional regulator, AraC family;WP_000274629.1;AIG71429.1
EDL933_RS26155;Z5513;yijP;phosphoethanolamine transferase CptA;UPF0141 membrane protein YijP possibly required for phosphoethanolamine modification of lipopolysaccharide;WP_000556285.1;AIG71430.1
EDL933_RS28675;NA;YijP;membrane protein;UPF0141 membrane protein YijP possibly required for phosphoethanolamine modification of lipopolysaccharide;WP_000550559.1;AIG71908.1
EDL933_RS26450;Z5598;yjaB;acetyltransferase;Putative acetyltransferase;WP_000236977.1;AIG71478.1
EDL933_RS26375;Z5571;yjaD;NADH pyrophosphatase;NADH pyrophosphatase;WP_000373933.1;AIG71466.1
EDL933_RS26370;Z5570;yjaE;sigma D regulator;Regulator of sigma D;WP_000934302.1;AIG71465.1
EDL933_RS26390;Z5575;yjaG;hypothetical protein;hypothetical protein;WP_000940104.1;AIG71469.1
EDL933_RS26400;Z5577;yjaH;membrane protein;hypothetical protein;WP_001449265.1;AIG71471.1
EDL933_RS26595;Z5628;yjbA;phosphate-starvation-inducible protein PsiE;PsiE protein;WP_000202900.1;AIG71506.1
EDL933_RS26490;Z5611;yjbB;membrane protein;Sodium-dependent phosphate transporter;WP_000956852.1;AIG71486.1
EDL933_RS26540;Z5620;yjbC;23S rRNA pseudouridine synthase F;Ribosomal large subunit pseudouridine synthase F;WP_000936361.1;AIG71496.1
EDL933_RS26545;Z5621;yjbD;hypothetical protein;hypothetical protein;WP_001207638.1;AIG71497.1
EDL933_RS26560;Z5624;yjbE;polysaccharide production threonine-rich protein;YjbE secreted protein;WP_000757333.1;AIG71500.1
EDL933_RS26565;Z5625;yjbF;hypothetical protein;YjbF outer membrane lipoprotein;WP_001301480.1;AIG71501.1
EDL933_RS26570;Z5626;yjbG;hypothetical protein;YjbG polysaccharide synthesis-related protein;WP_000595554.1;AIG71502.1
EDL933_RS26575;Z5627;yjbH;membrane protein;YjbH outer membrane lipoprotein;WP_000745732.1;AIG71503.1
EDL933_RS26640;Z5636;yjbI;hypothetical protein;YjbI protein;WP_000900547.1;AIG71514.1
EDL933_RS26675;Z5644;yjbJ;stress-induced protein, UPF0337 family;UPF0337 protein yjbJ;WP_001030593.1;AIG71521.1
EDL933_RS26690;Z5647;yjbN;tRNA dihydrouridine(20/20a) synthase DusA;tRNA dihydrouridine synthase A;WP_001307511.1;AIG71524.1
EDL933_RS26730;Z5655;yjbQ;thiamin phosphate synthase;hypothetical protein;WP_000270375.1;AIG71533.1
EDL933_RS26735;Z5656;yjbR;hypothetical protein;Protein yjbR;WP_000155657.1;AIG71534.1
EDL933_RS26750;Z5659;yjcB;membrane protein;YjcB protein;WP_001295689.1;AIG71537.1
EDL933_RS26755;Z5660;yjcC;cyclic diguanylate phosphodiesterase;hypothetical protein;WP_001016522.1;AIG71538.1
EDL933_RS26770;Z5663;yjcD;guanine/hypoxanthine permease GhxP;Guanine-hypoxanthine permease;WP_000106882.1;AIG71542.1
EDL933_RS26775;Z5664;yjcE;sodium:proton antiporter;Putative Na(+)/H(+) exchanger protein, CPA1 family precursor;WP_000402207.1;AIG71544.1
EDL933_RS26780;Z5665;yjcF;hypothetical protein;hypothetical protein;WP_001270084.1;AIG71545.1
EDL933_RS26785;Z5666;yjcG;cation acetate symporter;Acetate permease ActP (cation/acetate symporter);WP_000832551.1;AIG71546.1
EDL933_RS26790;Z5667;yjcH;membrane protein;Putative membrane protein, clustering with ActP;WP_001296646.1;AIG71547.1
EDL933_RS26840;Z5677;yjcO;hypothetical protein;Putative exported protein;WP_000719886.1;AIG71558.1
EDL933_RS26855;Z5680;yjcP;multidrug resistance outer membrane protein MdtP;Outer membrane component of tripartite multidrug resistance system;WP_000610591.1;AIG71561.1
EDL933_RS26865;Z5682;yjcR;multidrug transporter subunit MdtN;Inner membrane component of tripartite multidrug resistance system;WP_000446391.1;AIG71563.1
EDL933_RS26875;Z5683;yjcS;alkyl/aryl-sulfatase;hypothetical protein;WP_001066022.1;AIG71566.1
EDL933_RS27010;Z5712;yjcZ;hypothetical protein;Methyl-accepting chemotaxis protein;WP_000169173.1;AIG71594.1
EDL933_RS27005;Z5711;yjdA;hypothetical protein;Putative vimentin;WP_000288572.1;AIG71593.1
EDL933_RS27035;Z5716;yjdB;phosphoethanolamine transferase EptA;Phosphoethanolamine transferase EptA specific for the 1 phosphate group of core-lipid A;WP_000919792.1;AIG71598.1
EDL933_RS27160;Z5740;yjdC;transcriptional regulator;Transcriptional regulator, TetR family;WP_001188520.1;AIG71621.1
EDL933_RS27040;Z5717;yjdE;arginine:agmatine antiporter;Arginine/agmatine antiporter;WP_000093154.1;AIG71599.1
EDL933_RS27075;Z5723;yjdF;membrane protein;Inner membrane protein yjdF;WP_000198733.1;AIG71606.1
EDL933_RS27095;Z5726;yjdG;two-component system response regulator DcuR;Fumarate respiration transcriptional regulator DcuR;WP_000611288.1;AIG71609.1
EDL933_RS27100;Z5727;yjdH;sensor histidine kinase;Fumarate respiration sensor kinase protein DcuS;WP_001216477.1;AIG71610.1
EDL933_RS27105;Z5728;yjdI;hypothetical protein;hypothetical protein;WP_000371704.1;AIG71612.1
EDL933_RS27110;Z5729;yjdJ;N-acetyltransferase;hypothetical protein YjdJ;WP_000405647.1;AIG71613.1
EDL933_RS27115;Z5730;yjdK;antitoxin;hypothetical protein;WP_000398619.1;AIG71614.1
EDL933_RS27130;Z5733;yjdL;MFS transporter;Di/tripeptide permease YjdL;WP_000856824.1;AIG71617.1
EDL933_RS27375;Z5785;yjeB;transcriptional regulator;Nitrite-sensitive transcriptional repressor NsrR;WP_001177639.1;AIG71662.1
EDL933_RS27325;Z5775;yjeE;tRNA (N6-adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase TsaE;ATPase YjeE, predicted to have essential role in cell wall biosynthesis;WP_000981977.1;AIG71652.1
EDL933_RS27320;Z5774;yjeF;carbohydrate kinase;NAD(P)HX epimerase;WP_001301497.1;AIG71651.1
EDL933_RS27190;Z5746;yjeH;L-methionine/branched-chain amino acid transporter;Putative permease;WP_000015802.1;AIG71628.1
EDL933_RS27205;Z5749;yjeI;DUF4156 domain-containing protein;putative membrane protein yjeI;WP_000558209.1;AIG71631.1
EDL933_RS27210;Z5750;yjeJ;hypothetical protein;hypothetical protein;WP_001008054.1;AIG71632.1
EDL933_RS27215;Z5751;yjeK;EF-P beta-lysylation protein EpmB;Lysyl-lysine 2,3-aminomutase;WP_000940500.1;AIG71633.1
EDL933_RS27275;Z5764;yjeM;glutamate/gamma-aminobutyrate family transporter YjeM;Putative amino acid permease;WP_001300174.1;AIG71645.1
EDL933_RS27280;Z5765;yjeP;miniconductance mechanosensitive channel MscM;Potassium efflux system KefA protein;WP_001236835.1;AIG71646.1
EDL933_RS27315;Z5773;yjeS;tRNA epoxyqueuosine(34) reductase QueG;Epoxyqueuosine (oQ) reductase QueG;WP_001294212.1;AIG71650.1
EDL933_RS27365;Z5783;yjeT;membrane protein;Putative inner membrane protein YjeT (clustered with HflC);WP_001089295.1;AIG71660.1
EDL933_RS27415;Z5793;yjfC;hypothetical protein;Glutathionylspermidine synthase group 1 like protein;WP_000943960.1;AIG71670.1
EDL933_RS27645;Z5841;yjfF;ABC transporter permease;Putative sugar ABC transport system, permease protein YjfF;WP_000596020.1;AIG71716.1
EDL933_RS27655;Z5843;yjfG;UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase;UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase;WP_001219792.1;AIG71719.1
EDL933_RS27385;Z5787;yjfH;23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB;23S rRNA (guanosine-2'-O-) -methyltransferase rlmB;WP_001293282.1;AIG71664.1
EDL933_RS27390;Z5788;yjfI;DUF2170 domain-containing protein;hypothetical protein;WP_000220128.1;AIG71665.1
EDL933_RS27395;Z5789;yjfJ;hypothetical protein;PspA/IM30 family protein;WP_000511966.1;AIG71666.1
EDL933_RS27400;Z5790;yjfK;hypothetical protein;hypothetical protein;WP_000012572.1;AIG71667.1
EDL933_RS27405;Z5791;yjfL;DUF350 domain-containing protein;Membrane protein with DUF350 domain;WP_000547760.1;AIG71668.1
EDL933_RS27410;Z5792;yjfM;membrane protein;hypothetical protein;WP_000101670.1;AIG71669.1
EDL933_RS27425;Z5795;yjfN;DUF1471 domain-containing protein;Putative uncharacterized protein YjfN;WP_000811566.1;AIG71672.1
EDL933_RS27435;Z5799;yjfP;esterase;YjfP protein;WP_000569696.1;AIG71674.1
EDL933_RS27440;Z5800;yjfQ;transcriptional regulator;Ascorbate utilization transcriptional regulator UlaR, HTH-type;WP_000133631.1;AIG71675.1
EDL933_RS27445;Z5801;yjfR;L-ascorbate-6-phosphate lactonase;putative L-ascorbate-6-phosphate lactonase UlaG (L-ascorbate utilization protein G);WP_001295191.1;AIG71676.1
EDL933_RS27480;Z5808;yjfY;hypothetical protein;UPF0379 protein yjfY precursor;WP_000492914.1;AIG71683.1
EDL933_RS27505;Z5813;yjfZ;hypothetical protein;Uncharacterized protein yjfZ;WP_001301745.1;AIG71687.1
EDL933_RS27660;Z5844;yjgA;hypothetical protein;Putative alpha helix protein;WP_000166270.1;AIG71720.1
EDL933_RS27805;Z5876;yjgB;oxidoreductase;Alcohol dehydrogenase;WP_001301967.1;AIG71753.1
EDL933_RS27760;Z5867;yjgD;regulator of ribonuclease activity B;Ribonuclease E inhibitor RraB;WP_000002953.1;AIG71743.1
EDL933_RS27705;Z5854;yjgF;reactive intermediate/imine deaminase;Endoribonuclease L-PSP;WP_000047539.1;AIG71732.1
EDL933_RS27730;Z5860;yjgH;hypothetical protein;UPF0076 protein YjgH;WP_000230277.1;AIG71736.1
EDL933_RS27735;Z5861;yjgI;oxidoreductase;putative oxidoreductase YjgI;WP_000500712.1;AIG71738.1
EDL933_RS27740;Z5862;yjgJ;TetR family transcriptional regulator;Putative HTH-type transcriptional regulator YjgJ, TetR family;WP_000256678.1;AIG71739.1
EDL933_RS27745;Z5864;yjgK;hypothetical protein;Protein yjgK;WP_000583470.1;AIG71740.1
EDL933_RS27750;Z5865;yjgL;hypothetical protein;Protein YjgL, putative CCAAT-box DNA binding protein subunit B;WP_000036512.1;AIG71741.1
EDL933_RS27765;Z5868;YjgM;N-acetyltransferase;putative acetyltransferase YjgM;WP_001059397.1;AIG71744.1
EDL933_RS27770;Z5869;yjgN;hypothetical protein;Inner membrane protein YjgN;WP_000079623.1;AIG71745.1
EDL933_RS27790;Z5873;yjgP;LPS export ABC transporter permease LptF;putative permease;WP_000584114.1;AIG71750.1
EDL933_RS27795;Z5874;yjgQ;LPS export ABC transporter permease LptG;putative Permease;WP_001295681.1;AIG71751.1
EDL933_RS27800;Z5875;yjgR;hypothetical protein;hypothetical protein;WP_001294533.1;AIG71752.1
EDL933_RS27965;Z5907;yjhA;N-acetylneuraminic acid outer membrane channel protein NanC;N-acetylneuraminic acid outer membrane channel protein NanC;WP_001295734.1;AIG71783.1
EDL933_RS27955;Z5905;yjhS;9-O-acetyl-N-acetylneuraminic acid deacetylase;hypothetical protein;WP_000991449.1;AIG71781.1
EDL933_RS27960;Z5906;yjhT;N-acetylneuraminate epimerase;Sialic acid-induced transmembrane protein YjhT(NanM), possible mutarotase;WP_001301833.1;AIG71782.1
EDL933_RS28060;Z5923;yjiC;hypothetical protein;Uncharacterized protein YjiC;WP_000062596.1;AIG71800.1
EDL933_RS28075;Z5925;yjiD;anti-adapter protein IraD;YjiD protein;WP_001301619.1;AIG71803.1
EDL933_RS28080;Z5926;yjiE;LysR family transcriptional regulator;Putative transcriptional regulator LYSR-type;WP_071525033.1;AIG71804.1
EDL933_RS28095;Z5928;yjiG;hypothetical protein;Putative membrane protein;WP_000211971.1;AIG71806.1
EDL933_RS28100;Z5929;yjiH;nucleoside recognition pore and gate family inner membrane transporter;hypothetical protein;WP_001295597.1;AIG71807.1
EDL933_RS28125;Z5933;yjiJ;MFS transporter;Putative transport protein;WP_001089435.1;AIG71812.1
EDL933_RS28130;Z5934;yjiK;hypothetical protein;hypothetical protein;WP_024165571.1;AIG71813.1
EDL933_RS28145;Z5936;yjiL;hypothetical protein;hypothetical protein;WP_000222489.1;AIG71816.1
EDL933_RS28150;Z5937;yjiM;hypothetical protein;hypothetical protein;WP_001302931.1;AIG71817.1
EDL933_RS28155;Z5938;yjiN;membrane protein;Putative inner membrane protein;WP_001037406.1;AIG71818.1
EDL933_RS28160;Z5939;yjiO;multidrug resistance protein MdtM;hypothetical protein;WP_001136983.1;AIG71819.1
EDL933_RS28175;Z5941;yjiR;GntR family transcriptional regulator;Transcriptional regulator, GntR family;WP_000199295.1;AIG71822.1
EDL933_RS28180;Z5942;yjiS;DUF1127 domain-containing protein;hypothetical protein;WP_000394274.1;AIG71823.1
EDL933_RS03270;NA;yjiX;hypothetical protein;putative small protein yjiX;WP_000460431.1;AIG66872.1
EDL933_RS28230;Z5952;yjiX;hypothetical protein;putative small protein yjiX;WP_000467859.1;AIG71833.1
EDL933_RS28235;Z5953;yjiY;carbon starvation protein A;Carbon starvation protein A;WP_001298933.1;AIG71834.1
EDL933_RS28255;Z5956;yjiZ;MFS transporter;D-galactonate transporter;WP_000410141.1;AIG71837.1
EDL933_RS28275;Z5960;yjjA;hypothetical protein;Putative glycoprotein/receptor;WP_001302574.1;AIG71841.1
EDL933_RS28340;Z5975;yjjG;pyrimidine 5'-nucleotidase YjjG;5'-nucleotidase YjjG;WP_000870710.1;AIG71853.1
EDL933_RS28380;Z5982;yjjI;YjjI family glycine radical enzyme;hypothetical protein;NA;AIG71860.1
EDL933_RS28445;Z5993;yjjK;energy-dependent translational throttle protein EttA;ABC transporter, ATP-binding protein;WP_000046749.1;AIG71872.1
EDL933_RS28260;Z5957;yjjM;GntR family transcriptional regulator;Regulator of L-galactonate catabolism YjjM;WP_000091572.1;AIG71838.1
EDL933_RS28265;Z5958;yjjN;galactonate oxidoreductase;Sorbitol dehydrogenase;WP_000106036.1;AIG71839.1
EDL933_RS28295;Z5964;yjjP;membrane protein;putative membrane protein;WP_001310242.1;AIG71845.1
EDL933_RS28300;Z5966;yjjQ;helix-turn-helix transcriptional regulator;Putative regulator;WP_000936635.1;AIG71846.1
EDL933_RS28325;Z5972;yjjT;16S rRNA methyltransferase;Ribosomal RNA small subunit methyltransferase C;WP_001272349.1;AIG71850.1
EDL933_RS28360;Z5979;yjjU;patatin family protein;hypothetical protein;WP_000531527.1;AIG71857.1
EDL933_RS28365;Z5980;yjjV;metal-dependent hydrolase;Putative deoxyribonuclease YjjV;WP_000563014.1;AIG71858.1
EDL933_RS28370;Z5981;yjjW;glycine radical enzyme activase;radical activating enzyme;WP_001088410.1;AIG71859.1
EDL933_RS01295;Z0277;ykfE;inhibitor of vertebrate lysozyme;Inhibitor of vertebrate lysozyme precursor;WP_000532698.1;AIG66456.1
EDL933_RS01745;Z0376;ykgA;transcriptional regulator;Transcriptional regulator YkgA;WP_000621004.1;AIG66546.1
EDL933_RS01755;Z0378;ykgB;membrane protein;Putative inner membrane protein;WP_000417405.1;AIG66548.1
EDL933_RS01770;Z0382;ykgD;AraC family transcriptional regulator;Putative HTH-type transcriptional regulator ykgD;WP_000339591.1;AIG66551.1
EDL933_RS01775;Z0384;ykgE;hypothetical protein;putative L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE;WP_001102115.1;AIG66553.1
EDL933_RS01780;Z0385;ykgF;iron-sulfur cluster-binding protein;putative L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF;WP_000023931.1;AIG66554.1
EDL933_RS01785;NA;YkgG;lactate utilization protein C;putative L-lactate dehydrogenase, hypothetical protein subunit YkgG;WP_001302816.1;AIG66555.1
EDL933_RS01760;Z0380;ykgI;hypothetical protein;Putative periplasmic protein;WP_000474077.1;AIG66549.1
EDL933_RS01675;Z0361;ykgK;helix-turn-helix transcriptional regulator;putative regulator of CFA/I fimbriae;WP_000389022.1;AIG66531.1
EDL933_RS01690;Z0364;ykgM;50S ribosomal protein L31 type B;LSU ribosomal protein L31p, zinc-independent;WP_000803998.1;AIG66535.1
EDL933_RS02625;Z0569;ylaB;cyclic diguanylate phosphodiesterase;Uncharacterized protein ylaB;WP_001301851.1;AIG66736.1
EDL933_RS02630;Z0570;ylaC;hypothetical protein;Putative inner membrane protein;WP_000136192.1;AIG66737.1
EDL933_RS02635;Z0571;ylaD;maltose O-acetyltransferase;Maltose O-acetyltransferase;WP_000102553.1;AIG66738.1
EDL933_RS02940;Z0670;ylbA;hypothetical protein;Ureidoglycine aminohydrolase;WP_000540956.1;AIG66802.1
EDL933_RS02945;Z0671;ylbB;Zn-dependent hydrolase;Allantoate amidohydrolase;WP_001301887.1;AIG66803.1
EDL933_RS02950;Z0672;ylbC;ureidoglycolate dehydrogenase (NAD(+));Ureidoglycolate dehydrogenase;WP_000703914.1;AIG66804.1
EDL933_RS02960;Z0674;ylbE;hypothetical protein;Putative cytoplasmic protein;WP_000495369.1;AIG66806.1
EDL933_RS02965;Z0675;ylbF;anaerobic allantoin catabolic oxamate carbamoyltransferase- DUF2877 family protein;Putative cytoplasmic protein;WP_000152519.1;AIG66807.1
EDL933_RS03110;Z0709;ylcA;DNA-binding response regulator;DNA-binding heavy metal response regulator;WP_000770953.1;AIG66836.1
EDL933_RS03115;Z0711;ylcB;cation efflux system protein CusC;Cation efflux system protein CusC precursor;WP_000074204.1;AIG66838.1
EDL933_RS03120;Z0712;ylcC;cation efflux system protein CusF;Cation efflux system protein CusF precursor;WP_000709868.1;AIG66839.1
EDL933_RS03125;Z0713;ylcD;cation efflux system protein CusB;Cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family;WP_000717112.1;AIG66840.1
EDL933_RS03580;Z0810;yleA;tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB;tRNA-i(6)A37 methylthiotransferase;WP_000162740.1;AIG66941.1
EDL933_RS03585;Z0811;yleB;2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase;2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase;WP_000184606.1;AIG66942.1
EDL933_RS04790;Z1061;yliG;ribosomal protein S12 methylthiotransferase RimO;Ribosomal protein S12p Asp88 methylthiotransferase;WP_000049367.1;AIG67163.1
EDL933_RS04800;Z1063;yliI;dehydrogenase;Soluble aldose sugar dehydrogenase, PQQ-dependent;WP_000554959.1;AIG67165.1
EDL933_RS04805;Z1064;yliJ;glutathione S-transferase;putative glutathione S-transferase-like protein;WP_001295292.1;AIG67166.1
EDL933_RS05065;Z1118;yljA;ATP-dependent Clp protease adaptor ClpS;ATP-dependent Clp protease adaptor protein ClpS;WP_000520781.1;AIG67216.1
EDL933_RS05980;Z1302;ymbA;hypothetical protein;Paraquat-inducible protein B;WP_000759107.1;AIG67413.1
EDL933_RS06510;Z1401;ymcA;membrane protein;Putative outer membrane lipoprotein YmcA;WP_000742329.1;AIG67517.1
EDL933_RS06515;Z1402;ymcB;hypothetical protein;YjbG polysaccharide synthesis-related protein;WP_001038071.1;AIG67518.1
EDL933_RS06520;Z1403;ymcC;hypothetical protein;putative lipoprotein YmcC precursor;WP_001301846.1;AIG67519.1
EDL933_RS06525;Z1404;ymcD;threonine-rich inner membrane protein GfcA;hypothetical protein;WP_001299283.1;AIG67520.1
EDL933_RS07860;Z1680;ymdC;cardiolipin synthase C;Cardiolipin synthetase;WP_001301680.1;AIG67809.1
EDL933_RS07865;Z1681;ymdD;glucan biosynthesis protein C;Glucans biosynthesis protein C;WP_001070358.1;AIG67810.1
EDL933_RS08780;Z1863;YmfB;NUDIX hydrolase;Nudix-like NDP and NTP phosphohydrolase YmfB;WP_000476093.1;AIG67991.1
EDL933_RS08785;Z1864;ymfC;23S rRNA pseudouridine synthase E;Ribosomal large subunit pseudouridine synthase E;WP_001248690.1;AIG67992.1
EDL933_RS09210;Z1960;ymgE;hypothetical protein;UPF0410 protein YmgE;WP_000511315.1;AIG68080.1
EDL933_RS11685;Z2493;ymjA;hypothetical protein;hypothetical protein;WP_001015099.1;AIG68571.1
EDL933_RS11035;Z2335;ynaF;universal stress protein F;Universal stress protein F;WP_001295593.1;AIG68445.1
EDL933_RS11475;Z2436;ynaJ;DUF2534 domain-containing protein;Putative inner membrane protein;WP_000605090.1;AIG68531.1
EDL933_RS10955;Z2316;ynbD;hypothetical protein;Ser/Thr and Tyr protein phosphatase (dual specificity);WP_000627338.1;AIG68427.1
EDL933_RS11000;Z2327;ynbE;YnbE family lipoprotein;Uncharacterized protein ynbE;WP_000706310.1;AIG68436.1
EDL933_RS10750;Z2270;yncB;NADP-dependent oxidoreductase;Putative oxidoreductase YncB;WP_000531462.1;AIG68387.1
EDL933_RS10725;Z2265;yncG;glutathione S-transferase;putative GST-like protein yncG;WP_000598882.1;AIG68380.1
EDL933_RS10375;Z2188;yneB;aldolase;Autoinducer 2 (AI-2) aldolase LsrF;WP_000774161.1;AIG68309.1
EDL933_RS10335;Z2179;yneH;glutaminase 2;Glutaminase;WP_000257409.1;AIG68302.1
EDL933_RS10330;Z2178;yneI;succinate-semialdehyde dehydrogenase;Succinate-semialdehyde dehydrogenase [NAD];WP_000156618.1;AIG68301.1
EDL933_RS10325;Z2177;yneJ;LysR family transcriptional regulator;LysR family transcriptional regulator YneJ;WP_000366470.1;AIG68300.1
EDL933_RS12385;NA;ynfC;lipoprotein;Hypothetical UPF0257 lipoprotein ynfC precursor;WP_000571976.1;AIG68709.1
EDL933_RS12435;Z2589;ynfL;LysR family transcriptional regulator;LysR family transcriptional regulator YnfL;WP_001019530.1;AIG68720.1
